Id,Chapter,Part,Hebrew,English
nou-hfuarvs02drs,22,Noun,רִיב,"controversy, dispute"
nou-z62nxao2yqcj,22,Noun,מוּסָר,"discipline, chastening"
nou-jilb6bw54gik,22,Noun,מִקְנֶה,"possession, property"
nou-ew61qdftdgqx,22,Noun,קִנְיָן,property
nou-clc3l10j7j9c,23,Noun,יַבָּשָׁה,dry ground
nou-uckgsq6l2xu2,23,Noun,מָלוֹן,lodging place
nou-eo3u1heyzm03,23,Noun,פֶּ֫גַע,happening
nou-92ouutxdhm7g,24,Noun,שְׁנַ֫יִם,two (masc)
nou-gruwq7ic1pr5,24,Noun,שְׁתַּ֫יִם,two (fem)
nou-os1znweex3bv,24,Noun,שָׁלֹשׁ,three (always disagree in gender)
nou-8ubn5nvr4s8w,24,Noun,אַרְבַּע,four (always disagree in gender)
nou-485dpz56ctp9,24,Noun,חָמֵשׁ,five (always disagree in gender)
nou-bx2fldzwwvyo,24,Noun,שֵׁשׁ,six (always disagree in gender)
nou-ty9sr2vxs9te,24,Noun,שֶׁ֫בַע,seven (always disagree in gender)
nou-d0s70t3ayypp,24,Noun,שְׁמֹנֶה,eight (always disagree in gender)
nou-8en6k6mz7zxt,24,Noun,תֵּ֫שַׁע,nine (always disagree in gender)
nou-53j8fjhp11gh,24,Noun,עֶ֫שֶׂר,ten (always disagree in gender)
nou-o4rbm9dqwpb7,24,Noun,עָשָׂר,teen (agrees in gender)
nou-86azv0l3t479,24,Noun,עֶשְׂרִים,twenty
nou-3k4qfc4ib5em,24,Noun,אַרְבָּעִים,forty
nou-a91raqy8v7y0,24,Noun,חֲמִשִּׁים,fifty
nou-ia84hfuarvs0,24,Noun,מֵאָה,hundred (fem. with masc. modifiers)
nou-2drsz62nxao2,24,Noun,אֶ֫לֶף,"thousand, tribe (masc. with fem. modifiers)"
nou-yqcjjilb6bw5,24,Noun,רְבָבָה,ten thousand
nou-4gikew61qdft,24,Noun,אָמָה,female slave
nou-dgqxclc3l10j,24,Noun,אֹ֫רַח,path
nou-7j9cuckgsq6l,24,Noun,גָּאוֹן,pride
nou-2xu2eo3u1hey,24,Noun,גִּבְעָה,hill
nou-zm0392ouutxd,24,Noun,זְרוֹעַ,arm (fem)
nou-hm7ggruwq7ic,24,Noun,מוֹפֵת,"sign, omen (masc)"
nou-1pr5os1znwee,24,Noun,פֶּ֫סֶל,idol
nou-x3bv8ubn5nvr,24,Noun,קָהָל,assembly
nou-4s8w485dpz56,24,Noun,שָׁוְא,"emptiness, vanity"
nou-87aqv0lut479,24,Noun,שׁוֹר,bull
nou-3lvqf24i25fc,24,Noun,שְׂמֹאל,"left, left hand, left side"
nou-0arragp8m8o1,24,Noun,שַׁבָּת,"Sabbath, rest (masc or sing)"
nou-j194h5lahljr,24,Noun,עֵד,"witness, testimony"
nou-3dijq62nobfs,24,Noun,קִנְאָה,jealousy
nou-yrd9a8c26bn5,25,Noun,אֶ֫רֶז,cedar
nou-5g9b5m6sqe6k,25,Noun,בָּחוּר,young man
nou-d7hocc33ms0k,25,Noun,בְּתוּלָה,young woman
nou-xj0ckca6jhxl,25,Noun,גַּיְא,valley
nou-txu2eftv1h4p,25,Noun,חַג,festival
nou-0mq492ollknd,25,Noun,יָרֵחַ,moon
nou-8dyh7ikmgyi3,25,Noun,כּוֹכָב,star
nou-sphvpisznne5,25,Noun,לְאֹם,people
nou-n3cm9lbewomi,25,Noun,מִזְרָח,"sunrise, east"
nou-us8n486egq56,25,Noun,מָרוֹם,"height, high place"
nou-cjg0bo2fb4qw,25,Noun,נָשִׂיא,prince
nou-wvzojo9iitwy,25,Noun,פַּ֫עַם,"step, occurrence"
nou-s9ke3rt7ru3b,25,Noun,שֻׁלְחָן,table
nou-pyqgzedxkwmp,26,Noun,אַרְיֵה,lion
nou-7pxt64jyga7f,26,Noun,בֶּ֫טֶן,"belly, body (fem)"
nou-r1g8evrbdzdh,26,Noun,מוֹעֵד,appointed time/place; season
nou-nf1787aqv0lu,26,Noun,עֵז,(she) goat
nou-t4793lvqf24i,26,Noun,חֵ֫רֶם,ban
nou-25fc0arragp8,26,Noun,יוֹנֵק,infant
nou-m8o1j194h5la,26,Noun,מָכוֹן,"place, support"
nou-hljr3dijq62n,26,Noun,נִפְלֵאת,wonder
nou-obfsyrd9a8c2,26,Noun,פֶּ֫לֶא,wonder
nou-6bn55g9b5m6s,27,Noun,אוֹצָר,"treasure, treasury, storehouse (masc)"
nou-qe6kd7hocc33,27,Noun,דֶּ֫לֶת,door
nou-ms0kxj0ckca6,27,Noun,זָכָר,male
nou-jhxltxu2eftv,27,Noun,חִטָּה,wheat (fem)
nou-1h4p0mq492ol,27,Noun,נֵר,lamp
nou-lknd8dyh7ikm,27,Noun,קָצִיר,harvest
nou-gyi3sphvpisz,27,Noun,תְּחִלָּה,beginning
nou-nne5n3cm9lbe,27,Noun,נָכְרִי,foreigner
nou-womius8n486e,27,Noun,מַצֵּבָה,standing stone
nou-gq56cjg0bo2f,27,Noun,קְלָלָה,curse
nou-b4qwwvzojo9i,28,Noun,אָתוֹן,(she-) ass
nou-itwys9ke3rt7,28,Noun,מִדָּה,"measure, measurement"
nou-ru3bpyqgzedx,28,Noun,פָּלִיט,fugitive
nou-kwmp7pxt64jy,28,Noun,פְּלֵיטָה,"escape, what has escaped/survived"
nou-ga7fr1g8evrb,28,Noun,תֹּם,"integrity, completeness"
nou-dzdhnf1787aq,29,Noun,גּוֹרָל,lot (masc)
nou-v0lut4793lvq,29,Noun,גַּל,"wave, heap (of stone)"
nou-f24i25fc0arr,29,Noun,דָּג,fish
nou-agp8m8o1j194,29,Noun,הֶ֫בֶל,"idol, futility"
nou-h5lahljr3dij,29,Noun,יְרֵכָה,"rear, hindmost part"
nou-q62nobfsyrd9,29,Noun,מֵעִים,"bowels, entrails"
nou-a8c26bn55g9b,29,Noun,קֵץ,end
nou-5m6sqe6kd7ho,29,Noun,שָׂכָר,"reward, wages"
nou-cc33ms0kxj0c,29,Noun,שְׂאוֹל,"Sheol, the underworld"
nou-kca6jhxltxu2,29,Noun,תְּהוֹם,"deep, ocean, abyss (masc or fem)"
nou-eftv1h4p0mq4,29,Noun,תְּפִלָּה,prayer
nou-92ollknd8dyh,30,Noun,הָדָר,"splendour, grandeur, adornment"
nou-7ikmgyi3sphv,30,Noun,זָמִיר,song
nou-pisznne5n3cm,30,Noun,מִזְמֹר,psalm
nou-9lbewomius8n,30,Noun,יַ֫עַר,forest
nou-486egq56cjg0,30,Noun,עוֹף,"bird, fowl"
nou-bo2fb4qwwvzo,30,Noun,צוּר,rock (mountain)
nou-jo9iitwys9ke,30,Noun,צַר,adversary
nou-3rt7ru3bpyqg,30,Noun,תֵּ֫בֵל,world
nou-zedxkwmp7pxt,30,Noun,תְּרוּעָה,"alarm, shout"
pcl-96zd609g54vm,9,Particle,הִנֵּה,Here now! (Idea of immediacy)
pcl-5kt3q2svd53z,9,Particle,אֵת,(definite direct object)
pcl-cap4lqnvx7mn,10,Particle,אֲשֶׁר,"that, who, which, when (relative particle); that, so that, for, because (conjunction)"
pcl-u1xhs5jwtl7d,10,Particle,יֵשׁ,there exist(s)/is/are
pcl-edg616r0zadf,10,Particle,יֶשְׁנוֹ,he is/exists
pcl-9q1wl8ao8bls,10,Particle,אֵין,there exists(s)/is/are not
pcl-6g7xgwve1e47,10,Particle,לֹא,not (general or continuous)
pcl-p7fanl1gxrpx,10,Particle,הֲ◌,[ ]? (interrogative particle)
pcl-9jypwc8tuhvy,10,Particle,בַּאֲשֶׁר,"in that, inasmuch as"
pcl-4xjppor8ch2b,10,Particle,כַּאֲשֶׁר,"as, even as, when"
pcl-bmoql2c7wkl0,10,Particle,עֵ֫קֶב,because
pcl-jmwuir99sy6q,10,Particle,יַ֫עַן,"because, on account of"
pcl-3p6i0iqmyn3r,10,Particle,כִּי,"for, because, that, indeed, (quotation)"
pcl-z308kuz07nk4,14,Particle,אוֹ,or
pcl-5swaf8urrqtj,14,Particle,אִם,"if, or, either"
pcl-ot4nmxqsm4o9,14,Particle,כִּי אִם,"rather, except, yet"
pcl-8vn1voy5ttkk,15,Particle,עַל־כֵּן,"for this reason, therefore"
pcl-39i1f0ht2uso,18,Particle,נָא,[  ]! (exclamation)
pcl-0ye3aebkvwbc,18,Particle,לְמַ֫עַן,"in order that, so that"
pcl-izm6h38lrj52,18,Particle,פֶּן־,lest
pcl-215upufyoz24,18,Particle,אַל,not (specific or instantaneous)
pcl-yfzk96zd609g,23,Particle,לְבִלְתִּי,not (infinitive)
pcl-54vm5kt3q2sv,23,Particle,בְּלֹא,without
pcl-d53zcap4lqnv,23,Particle,בְּלִי,without
pcl-x7mnu1xhs5jw,29,Particle,לוּ,if (hypothetical)
pcl-tl7dedg616r0,29,Particle,לוּלֵי,if not (hypothetical)
pcl-zadf9q1wl8ao,29,Particle,אֲהָהּ,Ah!
prp-urjxqku1ppg6,6,Preposition,אַ֫חַר,"after, behind"
prp-p5dnamdfxpnj,6,Preposition,אַחֲרֵי,"after, behind"
prp-wuap6a7fhs78,6,Preposition,אֶל־,"unto, into, to, toward"
prp-elh2dp3hd5ry,6,Preposition,בְּ,"in, by, with, among, through, as"
prp-yx0qlqbkkvxz,6,Preposition,בֵּין,between
prp-tblg5tu8sv5c,6,Preposition,כְּ,"like, as, about, according to"
prp-r0ri0gfzmyor,6,Preposition,לְ,"to, for, in regard to, with reference to"
prp-9rzv75l0hc9h,6,Preposition,לִפְנֵי,before
prp-t3i9gwtde1fj,6,Preposition,עַל־פְּנֵי,"on the surface of, before"
prp-oh3998csx2nv,6,Preposition,מִפְנֵי,"from the presence of, because of"
prp-v69b5mxsh46k,6,Preposition,מִלִּפְנֵי,"from the presence of, because of"
prp-47ge2bttciqa,6,Preposition,מִן־,"from, away from, out of, some of, because of, emphasis"
prp-o9q2k2a6j7nc,6,Preposition,עַד־,"until, as far as"
prp-jnks4eklr84o,6,Preposition,עַל־,"upon, on, over, concerning, beside, against"
prp-qchu0sebbae3,6,Preposition,תַּ֫חַת,"under, beneath, instead of, in place of"
prp-8do76iac7o8t,6,Preposition,נֶ֫גֶד,in front of
prp-sf7mf9ipdd44,9,Preposition,אֵת,"with, together with"
prp-nt2lzl1emec8,9,Preposition,סָבִיב,around
prp-kiynuyw4ggvw,9,Preposition,עִם,with
prp-3j6q1os5b4qm,20,Preposition,בַּעֲבוּר,"for the sake of, on account of"
prp-nmpfaf0i8jmo,20,Preposition,לִקְרָאת,"toward, against"
prp-izj5urjxqku1,20,Preposition,מַ֫עַל,above
prp-ppg6p5dnamdf,22,Preposition,אֵ֫צֶל,"near, beside"
prp-xpnjwuap6a7f,29,Preposition,בַּ֫עַד,"through, around, on behalf of"
vrb-pmeslfowkjb1,0,Verb,הִשְׁתַּחֲוָה,to bow down
vrb-kz8i5h8askie,2,Verb,מָלַךְ,"to reign, rule"
vrb-rp4k152acn12,2,Verb,עָבַד,"to serve, work, till, worship"
vrb-9gcx7kyc80mt,3,Verb,שָׁפַט,to judge
vrb-tsvlgl6feqsu,3,Verb,פָּנָה,"to face, turn"
vrb-o6gb0np3nq07,4,Verb,עָלָה,"to go up, ascend"
vrb-mvmdvbathtjm,5,Verb,עָשָׂה,"to do, make, perform"
vrb-4mup20gvc74c,6,Verb,חָטָא,to sin
vrb-oyd4bro89wad,7,Verb,חָזַק,"to be strong, prevail"
vrb-jcy4437nrwhq,7,Verb,כָּבֵד,"to be important; to be weighty, heavy"
vrb-q1450hsmbz0f,7,Verb,רָעֵב,to be hungry
vrb-y2b9x6oo7dl5,8,Verb,אָהַב,to love
vrb-i4lxfx51e2i6,8,Verb,אָכַל,"to eat, consume, devour"
vrb-eifnz9fgm3zj,8,Verb,אָמַר,to say
vrb-l7cpun96658y,8,Verb,בּוֹא,"to come, enter"
vrb-38j21c572j3o,8,Verb,בָּנָה,to build
vrb-na2ha3dk88zz,8,Verb,גָּלָה,"to uncover, go away, go into exile"
vrb-ioxgufw9h973,8,Verb,הָלַךְ,"to walk, go"
vrb-fdtiptrzabqr,8,Verb,יָדַע,to know
vrb-ye1lwjn06zkh,8,Verb,יָלַד,"to bear, beget"
vrb-igk95avd3ehj,8,Verb,יָצָא,"to go out, go forth"
vrb-due0pmeslfow,8,Verb,יָרַד,"to go down, descend"
vrb-kjb1kz8i5h8a,8,Verb,יָשַׁב,"to dwell, sit, remain"
vrb-skierp4k152a,8,Verb,כָּתַב,"to write, record, register"
vrb-cn129gcx7kyc,8,Verb,מָצָה,to find
vrb-80mttsvlgl6f,8,Verb,נָטָה,"to stretch out, extend, incline"
vrb-eqsuo6gb0np3,8,Verb,נָתַן,"to give, deliver, set, permit"
vrb-nq07mvmdvbat,8,Verb,עָבַר,"to cross over, pass over, transgress"
vrb-htjm4mup20gv,8,Verb,עָמַד,"to stand, remain, persist"
vrb-c74coyd4bro8,8,Verb,קָרָא,"to call, proclaim; (sometimes to encounter, meet)"
vrb-9wadjcy4437n,8,Verb,רָאָה,to see
vrb-rwhqq1450hsm,8,Verb,שָׁאַל,"to ask, inquire"
vrb-bz0fy2b9x6oo,8,Verb,שָׁמַע,"to hear, listen, obey"
vrb-7dl5i4lxfx51,8,Verb,שָׁמַר,"to keep, observe, watch"
vrb-e2i6eifnz9fg,9,Verb,זָבַח,to slaughter
vrb-m3zjl7cpun96,9,Verb,כָּרַת,to cut
vrb-658y38j21c57,9,Verb,שָׁלַח,"to send, stretch out, let go"
vrb-2j3ona2ha3dk,9,Verb,זָרַע,to sow
vrb-88zzioxgufw9,10,Verb,בָּכָה,to weep
vrb-h973fdtiptrz,10,Verb,יָרָה,"to teach, instruct, cast"
vrb-abqrye1lwjn0,10,Verb,בָּרָא,to create
vrb-6zkhigk95avd,10,Verb,יָצַר,to form
vrb-3ehjdue0pmes,10,Verb,מָשַׁל,"to govern, dominate"
vrb-lfowkjb1kz8i,10,Verb,נָפַל,to fall
vrb-5h8askierp4k,10,Verb,שָׁכַב,to lie down
vrb-152acn129gcx,11,Verb,שׁוּב,"to turn, return"
vrb-7kyc80mttsvl,12,Verb,חָצָה,to divide
vrb-gl6feqsuo6gb,12,Verb,נָדַר,to vow
vrb-0np3nq07mvmd,12,Verb,חָנָה,to camp
vrb-vbathtjm4mup,12,Verb,לֵאמֹר,(introduces a quotation)
vrb-20gvc74coyd4,13,Verb,אָבָה,"to be willing, want, consent"
vrb-bro89wadjcy4,13,Verb,שָׁכַן,to dwell
vrb-437nrwhqq145,13,Verb,רָעָה,"to tend, feed"
vrb-0hsmbz0fy2b9,13,Verb,זָכַר,to remember
vrb-x6oo7dl5i4lx,13,Verb,יָרֵא,"to fear, be afraid"
vrb-fx51e2i6eifn,13,Verb,כָּבֵד,"to be[come] weighty, important, rich"
vrb-z9fgm3zjl7cp,13,Verb,לָקַח,"to receive, take"
vrb-un96658y38j2,13,Verb,מָשַׁח,to anoint
vrb-1c572j3ona2h,13,Verb,עָזַב,"to abandon, leave, forsake"
vrb-a3dk88zzioxg,14,Verb,אָרֵךְ,to be long
vrb-ufw9h973fdti,14,Verb,רָחַב,"to be wide, broad"
vrb-ptrzabqrye1l,14,Verb,בּוֹשׁ,to be ashamed
vrb-wjn06zkhigk9,14,Verb,בָּחַר,to choose
vrb-5avd3ehjdue0,14,Verb,גּוּר,to sojourn (live as a resident alien)
vrb-fx51e2i6eit1,14,Verb,הָיָה,"to be, come to pass, come about, happen"
vrb-dnst0gcxylp2,14,Verb,חָיָה,to live
vrb-81njkimcglxf,14,Verb,מוּת,to die
vrb-fqjlfwg20ogu,14,Verb,מָלֵא,to be full
vrb-nhrymmddw2au,14,Verb,נָשָׂא,"to lift up, raise, bear, forgive"
vrb-7tamumkgtr7v,14,Verb,סוּר,to turn aside
vrb-374cop34brez,14,Verb,קוּם,to arise
vrb-9w0ejcyvvuxn,14,Verb,שִׂים,"to place, put, set"
vrb-in8rhsuwq8sd,14,Verb,שָׁבַר,to break
vrb-2zr5zs29xxof,15,Verb,בִּקֵּשׁ,to seek
vrb-xdmwjvlo6yws,15,Verb,בֵּרֵךְ,to bless (Qal in pass. Part)
vrb-42ixeifoq0fg,15,Verb,גָּדַל,"to grow up, become great"
vrb-mtqalycple06,15,Verb,גִּדֵּל,"to bring up, raise, make great"
vrb-659ytyjss368,15,Verb,דִּבֶּר,to speak (may be Qal in participle and infinitive)
vrb-2juod13h14dk,15,Verb,הִלֵּל,"to praise, boast"
vrb-z8zq9on7u6wz,15,Verb,כָּלָה,"to be complete, be finished"
vrb-hz73get8pkhp,15,Verb,כִּלָּה,"to complete, finish"
vrb-1bqio51ln9nr,15,Verb,כִּסָּה,"to cover, conceal (Qal as participle)"
vrb-xpbhihk05av4,15,Verb,מֵאֵן,"to refuse, reject"
vrb-3ehjdu50pces,15,Verb,מִהַר,"to hurry, hasten"
vrb-cfpmak11kqzi,15,Verb,סָפַר,"to count, write"
vrb-wiybtbjerfvk,15,Verb,סִפֵּר,"to recount, relate, tell"
vrb-rvt1dnst0gcx,15,Verb,פָּעַל,"to work, perform, accomplish"
vrb-ylp281njkimc,15,Verb,צִוָּה,"to command, charge, appoint"
vrb-glxffqjlfwg2,15,Verb,קָדַשׁ,"to be holy, consecrated"
vrb-0ogunhrymmdd,15,Verb,קִדֵּשׁ,"to sanctify, consecrate"
vrb-w2au7tamumkg,15,Verb,שֵׁרֵת,"to serve, minister"
vrb-tr7v374cop34,16,Verb,פָּתַח,to open
vrb-brez9w0ejcyv,16,Verb,רָכַב,"to ride, mount"
vrb-vuxnin8rhsuw,16,Verb,דָּרַשׁ,"to inquire, demand"
vrb-q8sd2zr5zs29,16,Verb,הָרַג,to kill
vrb-xxofxdmwjvlo,16,Verb,יָטַב,"to do well, please, suit"
vrb-6yws42ixeifo,16,Verb,הֵיטִיב,"to make good, treat well"
vrb-q0fgmtqalycp,16,Verb,הוֹשִׁיעַ,to save
vrb-le06659ytyjs,16,Verb,הִגִּיד,"to tell, announce, report"
vrb-s3682juod13h,16,Verb,נָחַל,"to inherit, possess"
vrb-14dkz8zq9on7,16,Verb,הִנְחִיל,"to bequeath, assign inheritance"
vrb-u6wzhz73get8,16,Verb,נָטַע,to plant
vrb-pkhp1bqio51l,16,Verb,הִכָּה,"to strike, smite, defeat"
vrb-n9nrxpbhihk0,16,Verb,הִצִּיל,"to rescue, snatch, deliver"
vrb-5av43ehjdu50,16,Verb,צָעַק,to cry out
vrb-pcescfpmak11,16,Verb,רָבָה,"to become great, numerous"
vrb-kqziwiybtbje,16,Verb,רִבָּה,"to increase, bring up"
vrb-rfvkrvt1dnst,16,Verb,הִרְבָּה,"to multiply, increase"
vrb-0gcxylp281nj,16,Verb,שִׁחֵת,"to ruin, destroy"
vrb-kimcglxffqjl,16,Verb,הִשְׁחִית,"to ruin, destroy"
vrb-fwg20ogunhry,16,Verb,שָׁתָה,to drink
vrb-mmddw2au7tam,17,Verb,בָּטַח,to trust
vrb-umkgtr7v374c,17,Verb,הִבְטִיחַ,to make secure
vrb-op34brez9w0e,17,Verb,בָּרַח,to flee
vrb-jcyvvuxnin8r,17,Verb,לָבַשׁ,to clothe
vrb-hsuwq8sd2zr5,17,Verb,לָבֵשׁ,to be clothed
vrb-zs29xxofxdmw,17,Verb,לָמַד,to learn
vrb-jvlo6yws42ix,17,Verb,לִמֵּד,to teach
vrb-eifoq0fgmtqa,17,Verb,מִלֵּט,"to save, let (one) escape"
vrb-lycple06659y,17,Verb,עָנָה,"to answer, reply"
vrb-tyjss3682juo,17,Verb,שָׂנֵא,to hate
vrb-d13h14dkz8zq,17,Verb,שָׁבַר,to break
vrb-9on7u6wzhz73,17,Verb,שָׁכַח,to forget
vrb-get8pkhp1bqi,17,Verb,שָׁכֵחַ,to forget
vrb-o51ln9nrxpbh,17,Verb,רָחַק,to be far
vrb-ihk05av43ehj,18,Verb,בָּלַע,to swallow
vrb-du50pcescfpm,18,Verb,בָּעַר,"to burn, consume"
vrb-ak11kqziwiyb,18,Verb,גָּאַל,to redeem
vrb-tbjerfvkrvt1,18,Verb,זָעַק,to cry out
vrb-qigcom2ry208,18,Verb,יָדָה,to throw
vrb-jkz07nau5sw9,18,Verb,הוֹדָה,"to confess, give thanks"
vrb-f8tqrptiej4m,18,Verb,כָּפַר,to cover
vrb-cnqsm3n9yvn1,18,Verb,כִּפֶּר,"to cover, atone"
vrb-uox5tskat8hr,18,Verb,פָּקַד,"to visit, appoint, inspect"
vrb-eqhj1trn0ydt,18,Verb,קָבַץ,to gather
vrb-aebjlwabipl6,18,Verb,קָבַר,to bury
vrb-gt7lh9v2214u,18,Verb,קִטֵּר,to burn incense
vrb-pufonz13xfpk,18,Verb,הִקְטִיר,to burn incense
vrb-9wycwz9gv4vm,18,Verb,רָדַף,"to pursue, follow"
vrb-4kj2q2svdv3y,18,Verb,שָׂמַח,"to rejoice, be happy"
vrb-b9p4lgdlx7md,18,Verb,שִׂמַּח,to gladden
vrb-k0xhi5jmsl7d,18,Verb,שָׂרַף,to burn
vrb-dcgw05qzzade,18,Verb,שָׁפַךְ,to pour out
vrb-9q1vk89o7bki,19,Verb,חָנַן,"to be gracious, favour"
vrb-6fxxgmuerdu6,19,Verb,יָעַץ,to advise
vrb-o6eanbrfnrow,19,Verb,אָבַד,to perish
vrb-8iopvc8sugly,19,Verb,אִבַּד,to destroy
vrb-3wiffeh7chsb,19,Verb,אָחַז,to seize
vrb-alegbscxwjbq,19,Verb,אָמַן,"to confirm, support"
vrb-jcmthh88rx6p,19,Verb,הֶאֱמִין,"to believe, trust"
vrb-3o5iqigcom2r,19,Verb,אָסַר,to bind
vrb-y208jkz07nau,19,Verb,חָדַל,"to cease, stop"
vrb-5sw9f8tqrpti,19,Verb,חָלַק,"to divide, apportion"
vrb-ej4mcnqsm3n9,19,Verb,חָפֵץ,"to delight, desire"
vrb-yvn1uox5tska,19,Verb,חָשַׁב,"to think, reckon"
vrb-t8hreqhj1trn,19,Verb,יָכֹל,"to be able, prevail"
vrb-0ydtaebjlwab,19,Verb,יָרַשׁ,"to possess, dispossess"
vrb-ipl6gt7lh9v2,19,Verb,נוּס,to flee
vrb-214upufonz13,19,Verb,נָסַע,"to set out, travel, depart"
vrb-xfpk9wycwz9g,19,Verb,קָרַב,"to approach, draw near"
vrb-v4vm4kj2q2sv,19,Verb,רוּץ,to run
vrb-dv3yb9p4lgdl,19,Verb,שָׁאַר,"to remain, be left over"
vrb-x7mdk0xhi5jm,19,Verb,שָׁלֵם,"to be whole, healthy, complete, at peace"
vrb-sl7ddcgw05qz,19,Verb,שִׁלֵּם,"to make whole, make amends, recompense"
vrb-zade9q1vk89o,20,Verb,אָבַד,to perish
vrb-7bki6fxxgmue,20,Verb,בָּקַע,to split
vrb-rdu6o6eanbrf,20,Verb,זָנָה,"to act like a prostitute, be promiscuous"
vrb-nrow8iopvc8s,20,Verb,חָזָה,to see (a vision)
vrb-ugly3wiffeh7,20,Verb,חָשַׂךְ,"to restrain, withhold"
vrb-chsbalegbscx,20,Verb,מָאַס,to reject
vrb-wjbqjcmthh88,20,Verb,נָגַע,"to touch, strike"
vrb-rx6p3o5iqigc,20,Verb,צוּם,to fast
vrb-om2ry208jkz0,21,Verb,חֲלַם,to dream
vrb-7nau5sw9f8tq,21,Verb,אָסַף,"to gather, remove"
vrb-rptiej4mcnqs,21,Verb,טָהֵר,to be clean
vrb-m3n9yvn1uox5,21,Verb,יָהַב,"to give, ascribe"
vrb-tskat8hreqhj,21,Verb,יָצַק,to pour out
vrb-1trn0ydtaebj,21,Verb,כָּבַס,"to wash, clean"
vrb-lwabipl6gt7l,21,Verb,כָּשַׁל,to stumble
vrb-h9v2214upufo,21,Verb,נוּחַ,to rest
vrb-nz13xfpk9wyc,21,Verb,נָצַר,to watch
vrb-wz9gv4vm4kj2,21,Verb,שִׁיר,to sing
vrb-q2svdv3yb9p4,21,Verb,שִׁית,"to put, set"
vrb-lgdlx7mdk0xh,22,Verb,בִּין,"to understand, perceive"
vrb-i5jmsl7ddcgw,22,Verb,בָּעַל,"to rule, lord, marry"
vrb-05qzzade9q1v,22,Verb,צָרַר,"to be hard pressed, be in distress"
vrb-k89o7bki6fxx,22,Verb,רַחֵם,to have compassion
vrb-gmuerdu6o6ea,22,Verb,רִיב,"to dispute, be in law-suit"
vrb-nbrfnrow8iop,22,Verb,זוּר,to be a stranger
vrb-vc8sugly3wif,22,Verb,חָגַר,to gird
vrb-feh7chsbaleg,22,Verb,טָמֵא,to be unclean
vrb-bscxwjbqjcmt,22,Verb,יָסַף,to add
vrb-hh88rx6p3o5i,22,Verb,הוֹסִיף,"to continue, increase"
vrb-yqokwuaz6a8g,22,Verb,יָסַר,"to discipline, chasten"
vrb-rs78fvi2d04h,22,Verb,יָרָה,"to throw, cast"
vrb-ng1yyx1qmrcu,22,Verb,הוֹרָה,"to throw, teach, point"
vrb-kvy0ubvh63v9,22,Verb,קָנָה,"to acquire, buy, create"
vrb-2w5d10si1gpz,23,Verb,הָפַךְ,"to turn, overturn"
vrb-myor91zv86l1,23,Verb,יָבֵשׁ,to be dry
vrb-imjrt3ijqxtd,23,Verb,הוֹכִיחַ,to reprove
vrb-o1ftph3aa9c2,23,Verb,כָּעַס,"to be irritated, angry"
vrb-x2nwv79b5nxs,23,Verb,לִין,to lodge
vrb-h46k47ho2c3t,23,Verb,לוּן,to lodge
vrb-csraya03l3b6,23,Verb,לָכַד,to capture
vrb-jhxctnlt5ful,23,Verb,פָּגַע,"to meet, befall, encounter"
vrb-s85pqdru0tfl,23,Verb,פָּדָה,to ransom
vrb-lko48dy77ilm,23,Verb,פָּרַץ,"to break, breach, increase"
vrb-hy83sghwfjsq,23,Verb,פָּרַשׂ,to spread out
vrb-en55ou2mzl2e,23,Verb,צָלַח,"to succeed, prosper"
vrb-wemivjznvzw4,23,Verb,הִצְלִיחַ,to make prosperous
vrb-gqwx3kg02os6,23,Verb,קָרַע,"to rend, tear"
vrb-b4qnnmpfkp0j,23,Verb,רָפָא,to heal
vrb-itmoi0k54rjx,23,Verb,רָצָה,to be pleased
vrb-rku1ppggz5ex,23,Verb,רָצַח,"to murder, slay"
vrb-bwdqyqokwuaz,23,Verb,שָׂחַק,to laugh
vrb-6a8grs78fvi2,23,Verb,צָחַק,to laugh
vrb-d04hng1yyx1q,23,Verb,שִׂחֵק,"to play, make fun of"
vrb-mrcukvy0ubvh,23,Verb,צִחֵק,"to play, make fun of"
vrb-63v92w5d10si,23,Verb,הִשְׁכִּים,"to do something early, arise early"
vrb-1gpzmyor91zv,23,Verb,תָּפַשׂ,"to catch, seize"
vrb-86l1imjrt3ij,24,Verb,גָּאָה,"to be proud, arrogant"
vrb-qxtdo1ftph3a,24,Verb,קָהַל,to assemble
vrb-a9c2x2nwv79b,24,Verb,חָרָה,to be(come) angry
vrb-5nxsh46k47ho,24,Verb,נָגַשׁ,"to draw near, approach"
vrb-2c3tcsraya03,24,Verb,נָשַׁק,to kiss
vrb-l3b6jhxctnlt,24,Verb,הֵעִיד,"to bear witness, testify"
vrb-5fuls85pqdru,24,Verb,קִנֵּא,"to be jealous, zealous"
vrb-0tfllko48dy7,25,Verb,רוּם,to be high
vrb-7ilmhy83sghw,25,Verb,הָגָה,"to mumble, meditate"
vrb-fjsqen55ou2m,25,Verb,נִחַם,"to regret (niphal), to comfort (piel)"
vrb-zl2ewemivjzn,25,Verb,סָלַח,to forgive
vrb-vzw4gqwx3kg0,25,Verb,עָרַךְ,"to arrange, lay out"
vrb-2os6b4qnnmpf,26,Verb,הֶחֱרִים,"to devote to the ban, utterly destroy"
vrb-kp0jitmoi0k5,26,Verb,יָנַק,to suckle
vrb-4rjxrku1ppgg,26,Verb,יָתַר,to remain
vrb-z5exbwdqyqok,26,Verb,נוֹתַר,to be left
